sku,series,brand,pdf_name,manual_type,pdf_location
,TN20 Stove,True North,100000064_TN20-B_110618-28.pdf,,True North/100000064_TN20-B_110618-28.pdf
,TN20 Insert,True North,100000127-TN20B-INS-110618-28.pdf,,True North/100000127-TN20B-INS-110618-28.pdf
,TN24,True North,100000458_True-North24-Installation-and-User-manual-090719-40.pdf,,True North/100000458_True-North24-Installation-and-User-manual-090719-40.pdf
,TN10,True North,TN10_Wood_Stove_Manual.pdf,,True North/TN10_Wood_Stove_Manual.pdf
