product id,property id,asset file name,generated asset file name
D42PTRE,Product Manual,Ascent-Deep-Series-Installation-Manual.pdf,Ascent-Deep-Series-Installation-Manual.pdf
D42NTRE,Product Manual,Ascent-Deep-Series-Installation-Manual.pdf,Ascent-Deep-Series-Installation-Manual.pdf
NEFP32-5019W,Product Manual,NEFP32-5019W-NEFP32-5320BW-Installation-Manual.pdf,NEFP32-5019W-NEFP32-5320BW-Installation-Manual.pdf
NEFP32-5320BW,Product Manual,NEFP32-5019W-NEFP32-5320BW-Installation-Manual.pdf,NEFP32-5019W-NEFP32-5320BW-Installation-Manual.pdf
B30NTR-1,Product Manual,Ascent--30-Manual.pdf,Ascent--30-Manual.pdf
B30NTRE-1,Product Manual,Ascent--30-Manual.pdf,Ascent--30-Manual.pdf
S25,Product Manual,S25-Installation-&-Operation-Manual.pdf,S25-Installation-_-Operation-Manual.pdf
NEFP32-5019W,Product Manual,Electric-Stylus-Wall-Mount-Manual.pdf,Electric-Stylus-Wall-Mount-Manual.pdf
DLKEX42,Product Manual,DLKEX42-Log-Installation.pdf,DLKEX42-Log-Installation.pdf
S20-1,Product Manual,S20-1-Installation-Operation-Manual.pdf,S20-1-Installation-Operation-Manual.pdf
BLKEX36,Product Manual,BLKEX36-Installation-Leaflet.pdf,BLKEX36-Installation-Leaflet.pdf
B81NG-1,Product Manual,High-Definition-81-Glass-Embers-Assembly-Manual.pdf,High-Definition-81-Glass-Embers-Assembly-Manual.pdf
B81NL-1,Product Manual,High-Definition-81-Log-Burner-Assembly-Manual.pdf,High-Definition-81-Log-Burner-Assembly-Manual.pdf
GSS36CFN,Product Manual,GSS36CFN-Manual.pdf,GSS36CFN-Manual.pdf
GDS25NW-1,Product Manual,GDS25-1-Manual.pdf,GDS25-1-Manual.pdf
GDS25N-1,Product Manual,GDS25-1-Manual.pdf,GDS25-1-Manual.pdf
GDS25NN-1,Product Manual,GDS25-1-Manual.pdf,GDS25-1-Manual.pdf
HD81NT-1,Product Manual,HD81-1-Installation-Operation-Manual--CSA-.pdf,HD81-1-Installation-Operation-Manual--CSA-.pdf
BL36NTE-1,Product Manual,Ascent-Linear-Series-Installation-Manual.pdf,Ascent-Linear-Series-Installation-Manual.pdf
BL46NTE,Product Manual,Ascent-Linear-Series-Installation-Manual.pdf,Ascent-Linear-Series-Installation-Manual.pdf
GDIX3N,Product Manual,Oakville--3---3E---G3---X3-Installation-Manual.pdf,Oakville--3---3E---G3---X3-Installation-Manual.pdf
GDIG3N,Product Manual,Oakville--3---3E---G3---X3-Installation-Manual.pdf,Oakville--3---3E---G3---X3-Installation-Manual.pdf
GDI3N,Product Manual,Oakville--3---3E---G3---X3-Installation-Manual.pdf,Oakville--3---3E---G3---X3-Installation-Manual.pdf
GDI3NE,Product Manual,Oakville--3---3E---G3---X3-Installation-Manual.pdf,Oakville--3---3E---G3---X3-Installation-Manual.pdf
EX42PTEL,Product Manual,Elevation-Installation-Manual.pdf,Elevation-Installation-Manual.pdf
EX36NTEL,Product Manual,Elevation-Installation-Manual.pdf,Elevation-Installation-Manual.pdf
EX42NTEL,Product Manual,Elevation-Installation-Manual.pdf,Elevation-Installation-Manual.pdf
BTEX42,Product Manual,Elevation-Installation-Manual.pdf,Elevation-Installation-Manual.pdf
EX36PTEL,Product Manual,Elevation-Installation-Manual.pdf,Elevation-Installation-Manual.pdf
GT8PSB,Product Manual,GT8-Manual--CSA-.pdf,GT8-Manual--CSA-.pdf
GT8NSB,Product Manual,GT8-Manual--CSA-.pdf,GT8-Manual--CSA-.pdf
BLKEX42,Product Manual,BLKEX42-Log-Installation.pdf,BLKEX42-Log-Installation.pdf
GDS50-1NE,Product Manual,Havelock-Series-Manual.pdf,Havelock-Series-Manual.pdf
GDS50-1NSB,Product Manual,Havelock-Series-Manual.pdf,Havelock-Series-Manual.pdf
B36PTRE-1,Product Manual,B36-1-Installation-Operation-Manual.pdf,B36-1-Installation-Operation-Manual.pdf
B36PTR-1,Product Manual,B36-1-Installation-Operation-Manual.pdf,B36-1-Installation-Operation-Manual.pdf
B36NTR-1,Product Manual,B36-1-Installation-Operation-Manual.pdf,B36-1-Installation-Operation-Manual.pdf
B36NTRE-1,Product Manual,B36-1-Installation-Operation-Manual.pdf,B36-1-Installation-Operation-Manual.pdf
SOST47,Product Manual,W415-2899_ST47U_ST58U-1_-e-f_05.01.20.pdf,W415-2899_ST47U_ST58U-1_-e-f_05.01.20.pdf
SOST58B,Product Manual,W415-2899_ST47U_ST58U-1_-e-f_05.01.20.pdf,W415-2899_ST47U_ST58U-1_-e-f_05.01.20.pdf
SOST58,Product Manual,W415-2899_ST47U_ST58U-1_-e-f_05.01.20.pdf,W415-2899_ST47U_ST58U-1_-e-f_05.01.20.pdf
STS4758,Product Manual,W415-2899_ST47U_ST58U-1_-e-f_05.01.20.pdf,W415-2899_ST47U_ST58U-1_-e-f_05.01.20.pdf
SOST47B,Product Manual,W415-2899_ST47U_ST58U-1_-e-f_05.01.20.pdf,W415-2899_ST47U_ST58U-1_-e-f_05.01.20.pdf
ST58U-1,Product Manual,W415-2899_ST47U_ST58U-1_-e-f_05.01.20.pdf,W415-2899_ST47U_ST58U-1_-e-f_05.01.20.pdf
ST47U,Product Manual,W415-2899_ST47U_ST58U-1_-e-f_05.01.20.pdf,W415-2899_ST47U_ST58U-1_-e-f_05.01.20.pdf
NEFB36H-BS,Product Manual,Element--Electric-Fireplace-Installation---Operation-Manual.pdf,Element--Electric-Fireplace-Installation---Operation-Manual.pdf
NZ3000H-1,Product Manual,NZ3000H-1-Manual.pdf,NZ3000H-1-Manual.pdf
S20I,Product Manual,S20i-Installation-Operation-Manual.pdf,S20i-Installation-Operation-Manual.pdf
NZ6000-1,Product Manual,NZ6000-1-Manual.pdf,NZ6000-1-Manual.pdf
